username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language 
Mafola_,"b'the pfizer and astrazeneca vaccines are powerfully protective against covid, including existing variants. vaccine efficacy against hospitalization 14 days after second dose, according to one study:\n\npfizer - 96% for delta and 95% for alpha\naz - 92% for delta and 86% for alpha.'",DrTomFrieden,[],2021-07-01 08:59:12+00:00,648,360,en
DrHarryLime,"b'birmingham is right that australia is at the ""back of the queue"" for pfizer, but he\'s lying about why. there have been zero pfizer shipments delayed by the company or held up by europe. we are at the back of the queue because that\'s where hunt and morrison put us from the start. https://t.co/iezc0enpwf'",MrKRudd,[],2021-07-01 08:59:08+00:00,4660,3528,en
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language
CeciliaLarcher,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 08:58:46+00:00,68,855,en
colleenmmck618,b'any idea why the scott morrison government hasn\xe2\x80\x99t secured more #pfizervaccine? how has this taken a year? #pfizermisermorrison #auspol #morrisonfailure #morrisonoutbreak',beer_nun,"[{'text': 'PfizerVaccine', 'indices': [77, 91]}]",2021-07-01 08:53:44+00:00,1561,2559,en
AttilaMenyhrt1,b'fully vaxxed!!! the #pfizervaccine 2nd dose has been inserted into my human body and i am very relieved and grateful. https://t.co/xkichcrpnk',albinokid,"[{'text': 'PfizerVaccine', 'indices': [35, 49]}]",2021-07-01 08:44:28+00:00,973,3670,en
TaylorS11264605,b'any idea why the scott morrison government hasn\xe2\x80\x99t secured more #pfizervaccine? how has this taken a year? #pfizermisermorrison #auspol #morrisonfailure #morrisonoutbreak',beer_nun,"[{'text': 'PfizerVaccine', 'indices': [77, 91]}]",2021-07-01 08:43:55+00:00,1069,2207,en
cocoruzac,b'any idea why the scott morrison government hasn\xe2\x80\x99t secured more #pfizervaccine? how has this taken a year? #pfizermisermorrison #auspol #morrisonfailure #morrisonoutbreak',beer_nun,"[{'text': 'PfizerVaccine', 'indices': [77, 91]}]",2021-07-01 08:39:53+00:00,1119,1898,en
beer_nun,b'any idea why the scott morrison government hasn\xe2\x80\x99t secured more #pfizervaccine? how has this taken a year? #pfizermisermorrison #auspol #morrisonfailure #morrisonoutbreak',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [63, 77]}]",2021-07-01 08:38:50+00:00,3384,5001,en
kokolopa,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 08:38:22+00:00,1161,1414,en
boblingard86,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 08:33:41+00:00,2130,477,en
Suzzanne1313,"b""apologies 2the tools for comparing them to #mattcanavan as they probably make more sense and would know more re #covid19aus than him  geezus they may even know what happened 2 all our #pfizervaccine ? i'll be waiting for mine .....#pfizermisermorrison #publicadministrationfailure https://t.co/2gh4fg6rdt https://t.co/vu4yw8lbwz""",no retweet username,"[{'text': 'MattCanavan', 'indices': [43, 55]}]",2021-07-01 08:30:21+00:00,2923,4999,en
angelina_fong,b'#vaccinated\xc2\xa0 \ntake that #covid19! 2nd #pfizervaccine done!\nthank you again to the super staff of @stvincentsmelb running #vaccination centre.\nthank you for an efficient and effective system.\n#vaccineswork \n@vicgovau https://t.co/tb5j3btgxu',no retweet username,"[{'text': 'vaccinated', 'indices': [0, 11]}, {'text': 'COVID19', 'indices': [24, 32]}, {'text': 'PfizerVaccine', 'indices': [38, 52]}]",2021-07-01 08:28:07+00:00,960,1446,en
Spockarama,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 08:22:55+00:00,1882,4027,en
MEEKSVS,b'fully pfizerized !   what a way to start some vacation.   #pfizervaccine https://t.co/hagz6nk9o5',LaurelLiddicoat,"[{'text': 'PfizerVaccine', 'indices': [79, 93]}]",2021-07-01 08:19:16+00:00,3429,5001,en
iVivekMisra,b'vaccine cocktail- mixing astra and pfizer shots creates strong immune response. \n\nhttps://t.co/j2xkuahldi\n\n#covishield #pfizervaccine',no retweet username,"[{'text': 'Covishield', 'indices': [107, 118]}, {'text': 'PfizerVaccine', 'indices': [119, 133]}]",2021-07-01 08:17:07+00:00,3256,435,en
HotelKiloPapa,"b'so i\xe2\x80\x99m in hospital with a suspected vaccine reaction. my advice?\nit\xe2\x80\x99s worth it get vaccinated\nif this is how i react to a minuscule amount of this virus, sign me tf up for full protection \xf0\x9f\x92\x89\xf0\x9f\xa5\xb0\xf0\x9f\x92\xab\n#covid19aus #pfizervaccine https://t.co/prupljr0vz'",ohkdarling,[],2021-07-01 08:13:31+00:00,732,3516,en
_QueenPigg,b'1st dose \xf0\x9f\x92\x89 #pfizervaccine',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [11, 25]}]",2021-07-01 08:05:58+00:00,569,388,en
JohnOSullivan36,b'october until i get #pfizervaccine wow #auspol',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [20, 34]}, {'text': 'auspol', 'indices': [39, 46]}]",2021-07-01 08:04:16+00:00,52246,50191,en
AnthonyLarme,"b'in clownworld, no deviation from the globalist narrative on the  #vaccine is permissable.\n\n#jeanneatteyoung #pfizervaccine \n\nhttps://t.co/esgjbuiz8p https://t.co/1riuxudbc2'",itsyourxyz,"[{'text': 'VACCINE', 'indices': [81, 89]}, {'text': 'JeanneatteYoung', 'indices': [107, 123]}, {'text': 'PfizerVaccine', 'indices': [124, 138]}]",2021-07-01 07:59:58+00:00,952,190,en
perezlevi,b'fully vaccinated!!! \xf0\x9f\x92\x89\xf0\x9f\x92\xaa#vaccinetargetreached #seconddose #pfizervaccine',no retweet username,"[{'text': 'VaccineTargetReached', 'indices': [22, 43]}, {'text': 'SecondDose', 'indices': [44, 55]}, {'text': 'PfizerVaccine', 'indices': [56, 70]}]",2021-07-01 07:59:41+00:00,436,696,en
itsyourxyz,"b'in clownworld, no deviation from the globalist narrative on the  #vaccine is permissable.\n\n#jeanneatteyoung #pfizervaccine \n\nhttps://t.co/esgjbuiz8p https://t.co/1riuxudbc2'",no retweet username,"[{'text': 'VACCINE', 'indices': [65, 73]}, {'text': 'JeanneatteYoung', 'indices': [91, 107]}]",2021-07-01 07:56:29+00:00,1208,311,en
KiamaBlowhole,"b'so i\xe2\x80\x99m in hospital with a suspected vaccine reaction. my advice?\nit\xe2\x80\x99s worth it get vaccinated\nif this is how i react to a minuscule amount of this virus, sign me tf up for full protection \xf0\x9f\x92\x89\xf0\x9f\xa5\xb0\xf0\x9f\x92\xab\n#covid19aus #pfizervaccine https://t.co/prupljr0vz'",ohkdarling,[],2021-07-01 07:54:00+00:00,1333,2818,en
napalmnacey,b'this is a complete and utter mess \n#qldlockdown #pfizervaccine \n#scottymustgo https://t.co/ahuceddzkh',JayStill4,"[{'text': 'Qldlockdown', 'indices': [50, 62]}, {'text': 'PfizerVaccine', 'indices': [63, 77]}, {'text': 'scottymustgo', 'indices': [79, 92]}]",2021-07-01 07:42:54+00:00,1028,1078,en
Navneel3,"b'so i\xe2\x80\x99m in hospital with a suspected vaccine reaction. my advice?\nit\xe2\x80\x99s worth it get vaccinated\nif this is how i react to a minuscule amount of this virus, sign me tf up for full protection \xf0\x9f\x92\x89\xf0\x9f\xa5\xb0\xf0\x9f\x92\xab\n#covid19aus #pfizervaccine https://t.co/prupljr0vz'",ohkdarling,[],2021-07-01 07:39:42+00:00,872,977,en
wingfield,b'@chels_e_morning @66jayel @melissaldavey @slsandpet but what explains why incidence of clots is less with the second dose? #az and why doesn\xe2\x80\x99t it happen with #pfizervaccine',no retweet username,[],2021-07-01 07:31:01+00:00,2497,4780,en
woollogirl,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 07:29:21+00:00,6742,4787,en
Zoppy_McZop,"b'so i\xe2\x80\x99m in hospital with a suspected vaccine reaction. my advice?\nit\xe2\x80\x99s worth it get vaccinated\nif this is how i react to a minuscule amount of this virus, sign me tf up for full protection \xf0\x9f\x92\x89\xf0\x9f\xa5\xb0\xf0\x9f\x92\xab\n#covid19aus #pfizervaccine https://t.co/prupljr0vz'",ohkdarling,[],2021-07-01 07:07:26+00:00,396,794,en
robinsnewswire,"b'15 years old, sudden heart attack like chest pain, diagnosed with myocarditis, no physical exercise for months. #pfizer #pfizervaccine #pfizerbiontech #biontechpfizer #vaccinesideeffects #vaccinated #vaccination https://t.co/izmrvsk8cy'",note_bot_,"[{'text': 'Pfizer', 'indices': [126, 133]}]",2021-07-01 07:05:05+00:00,23882,16783,en
_vero_A,"b'15 years old, sudden heart attack like chest pain, diagnosed with myocarditis, no physical exercise for months. #pfizer #pfizervaccine #pfizerbiontech #biontechpfizer #vaccinesideeffects #vaccinated #vaccination https://t.co/izmrvsk8cy'",note_bot_,"[{'text': 'Pfizer', 'indices': [126, 133]}]",2021-07-01 07:04:57+00:00,692,443,en
Spandex_Pod,b'finally getting my first dose of the #pfizervaccine next week \xf0\x9f\x98\x81\nplease ignore all the conspiracy theories and lunatic anti-vaxxers and get vaccinated guys. it\xe2\x80\x99s not just about your health\xe2\x80\xa6it\xe2\x80\x99s about the health of everyone you care about.\n#covidvaccination #covid19',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [37, 51]}]",2021-07-01 06:58:19+00:00,886,564,en
chrisamason,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 06:56:54+00:00,4086,4367,en
TequillaMockin6,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 06:56:22+00:00,617,781,en
Griff_En,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 06:55:30+00:00,46,73,en
MitchXXVI,"b'finally getting the #pfizervaccine next week \xf0\x9f\x98\x81\nbut, i know others are struggling to get an appointment thanks to #scottydoesnothing putting all his eggs in the #astrazeneca basket.\nplease keep trying as getting vaxed isn\xe2\x80\x99t just about you\xe2\x80\xa6it\xe2\x80\x99s about everyone!\n#covidvaccination'",no retweet username,"[{'text': 'PfizerVaccine', 'indices': [20, 34]}]",2021-07-01 06:55:12+00:00,245,379,en
ellenevenstar,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 06:50:02+00:00,178,1156,en
noisywoman,"b""@greengoldstein #scottydoesnothing  should not be paid for not showing up for work tho', especially since he has had the #pfizervaccine""",no retweet username,"[{'text': 'ScottyDoesNothing', 'indices': [16, 34]}, {'text': 'PfizerVaccine', 'indices': [121, 135]}]",2021-07-01 06:45:05+00:00,2341,2507,en
wendoureeswans,"b'so i\xe2\x80\x99m in hospital with a suspected vaccine reaction. my advice?\nit\xe2\x80\x99s worth it get vaccinated\nif this is how i react to a minuscule amount of this virus, sign me tf up for full protection \xf0\x9f\x92\x89\xf0\x9f\xa5\xb0\xf0\x9f\x92\xab\n#covid19aus #pfizervaccine https://t.co/prupljr0vz'",ohkdarling,[],2021-07-01 06:34:01+00:00,6163,6331,en
graham_moloney2,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 06:31:07+00:00,599,689,en
oldlillipilli,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 06:29:47+00:00,2922,2713,en
buttermycat,b'i just got vaccinated woohoo  #vaccinated\xf0\x9f\x98\x8e #kool #sweg #woohoo #pfizergang #pfizervaccine #yum',no retweet username,"[{'text': 'vaccinated', 'indices': [30, 41]}, {'text': 'kool', 'indices': [43, 48]}, {'text': 'sweg', 'indices': [49, 54]}, {'text': 'woohoo', 'indices': [55, 62]}, {'text': 'pfizergang', 'indices': [63, 74]}, {'text': 'PfizerVaccine', 'indices': [75, 89]}, {'text': 'yum', 'indices': [90, 94]}]",2021-07-01 06:24:51+00:00,15,154,en
RollandMhanna,b'\xf0\x9d\x97\xa9\xf0\x9d\x97\xae\xf0\x9d\x97\xb0\xf0\x9d\x97\xb0\xf0\x9d\x97\xb6\xf0\x9d\x97\xbb\xf0\x9d\x97\xae\xf0\x9d\x98\x81\xf0\x9d\x97\xb2\xf0\x9d\x97\xb1 \xf0\x9f\x92\x89\xe2\x9c\x85 #pfizervaccine \nmorning \xf0\x9f\x99\x8b\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/bjywncvxth',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [14, 28]}]",2021-07-01 06:20:37+00:00,6903,601,en
judy_gresham,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 06:19:26+00:00,390,2169,en
victorygal10,b'booked in for my first #pfizervaccine july 14th \xf0\x9f\x92\x89 a little nervous actually',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [23, 37]}]",2021-07-01 06:17:42+00:00,98,534,en
dolarhyde_uc,b'my daughter went to get her #pfizervaccine today and was turned away cause they ran out.\n\ntelling people to get vaccinated against #covid19 is useless if there\xe2\x80\x99s no vaccines available #qldpol @scottmorrisonmp @annastaciamp',DebKilroy,"[{'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-07-01 06:17:41+00:00,1423,4933,en
