,username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language,Polarity,Polarity_distribution,len_tweet,word_count_tweet
1009,lepezzamystic1, e democratic right choose vaccine believe best pfizervaccine melbournelockdown,khaleejtimes,"[{'text': 'PfizerVaccine', 'indices': [82, 96]}, {'text': 'melbournelockdown', 'indices': [97, 115]}]",2021-06-01,34,167,en,0.6428571428571428,Negative,79,10
1010,theworldexplor3, eu clears pfizer biontech covid vaccine adolescents europeanunion pfizervaccine pfizerbiontech children ema,yourworldevent1,"[{'text': 'EuropeanUnion', 'indices': [105, 119]}, {'text': 'PfizerVaccine', 'indices': [120, 134]}]",2021-06-01,7,293,en,0.0,Neutral,108,13
1011,rodunworth, wow lucky scott morrison aged care worker yet pfizer shot scottydoesnothing agedcare morrisonlockdown pfizervaccine,ausindimedia,"[{'text': 'EuropeanUnion', 'indices': [105, 119]}, {'text': 'PfizerVaccine', 'indices': [120, 134]}]",2021-06-01,636,392,en,0.11111111111111112,Negative,116,15
1012,shaddad_marwat, pakistan receive doses pfizervaccine july aug direct manufacture agreement national disaster management authority biontech reached final stage,engr_naveed111,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,3289,4966,en,0.05,Negative,143,18
1013,511kbf, way twickenham stadium get vaccinated anyone get today get first jab hate needles important get vaccinated make sure get first opportunity pfizervaccine twickenham vaccine,kira_millana,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,244,271,en,0.12,Negative,172,25
1014,chico1006, know vaccines effective ever changing variants vaccines developed last year vaccines pfizervaccine astrazenaca,kira_millana,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,93,62,en,0.2333333333333333,Negative,111,14
1015,smehdi329, pakistan receive doses pfizervaccine july aug direct manufacture agreement national disaster management authority biontech reached final stage,engr_naveed111,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,54,153,en,0.05,Negative,143,18
1016,viva_rf_goat, interesting especially since pfizervaccine uses lipid nanoparticles readily absorbed,k2thechad,"[{'text': 'PfizerVaccine', 'indices': [66, 80]}]",2021-06-01,240,2665,en,0.26666666666666666,Negative,85,10
1017,shailesh505, one week firms yet submit documents prove links covid vaccine manufacturer says high chances civic body might e last date bidding ends today sputnikv pfizervaccine astrazeneca,mehulthakkar_,"[{'text': 'PfizerVaccine', 'indices': [66, 80]}]",2021-06-01,3045,427,en,0.08,Negative,176,27
1018,punekarnews, pune man writes pfizerceo updates vaccinesupply india gets immediate response pune vaccineshortage pfizervaccine pfizerceo,mehulthakkar_,"[{'text': 'Pune', 'indices': [0, 5]}, {'text': 'PfizerCEO', 'indices': [20, 30]}, {'text': 'VaccineSupply', 'indices': [45, 59]}, {'text': 'Pune', 'indices': [103, 108]}]",2021-06-01,9710,1014,en,0.0,Neutral,123,15
1019,ishujaahmedch, pakistan pfizervaccine administered low immunity wish perform haj uae dubai,mehulthakkar_,"[{'text': 'Pakistan', 'indices': [0, 9]}, {'text': 'PfizerVaccine', 'indices': [15, 29]}]",2021-06-01,425,623,en,0.0,Neutral,76,11
1020,sara_k85, jabbed vaccination pfizervaccine,mehulthakkar_,"[{'text': 'PfizerVaccine', 'indices': [39, 53]}, {'text': 'COVID19', 'indices': [54, 62]}]",2021-06-01,691,764,en,0.0,Neutral,33,4
1021,bltoninterfaith, phenomenal achievement one surgevaccination sites thanks everyone covidvaccine pfizervaccine,drwallbolton,"[{'text': 'surgevaccination', 'indices': [62, 79]}]",2021-06-01,221,293,en,0.35,Negative,93,10
1022,ejdei, thanks vaccine clinic today friendly efficient dose painless far see weeks covidvaccine pfizervaccine happy statistic,wiki_luke,"[{'text': 'COVID19', 'indices': [46, 54]}]",2021-06-01,70,399,en,0.36875,Negative,118,16
1023,bangali_churan, better go sputnikv pfizervaccine,wiki_luke,"[{'text': 'SputnikV', 'indices': [28, 37]}, {'text': 'PfizerVaccine', 'indices': [41, 55]}]",2021-06-01,37,785,en,0.5,Negative,33,5
1024,waselpti, pakistan receive doses pfizervaccine july aug direct manufacture agreement national disaster management authority biontech reached final stage,engr_naveed111,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,20540,9744,en,0.05,Negative,143,18
1025,abilympicnaai, schedule covid vaccine today amp take step towards normalcy india getvaccinated pfizervaccine covishieldvaccine vaccineswork covidvaccine breakthechain,sarthakeducati2,"[{'text': 'GetVaccinated', 'indices': [107, 121]}, {'text': 'PfizerVaccine', 'indices': [122, 136]}]",2021-06-01,954,104,en,0.0,Neutral,152,17
1026,coronaupdatebot, pakistan pfizervaccine administered low immunity wish perform haj,khaleejtimes,"[{'text': 'Pakistan', 'indices': [18, 27]}, {'text': 'PfizerVaccine', 'indices': [33, 47]}]",2021-06-01,1285,2,en,0.0,Neutral,66,9
1027,jit_aggarwal, schedule covid vaccine today amp take step towards normalcy india getvaccinated pfizervaccine covishieldvaccine vaccineswork covidvaccine breakthechain,sarthakeducati2,"[{'text': 'GetVaccinated', 'indices': [107, 121]}, {'text': 'PfizerVaccine', 'indices': [122, 136]}]",2021-06-01,106,266,en,0.0,Neutral,152,17
1028,khaleejtimes, pakistan pfizervaccine administered low immunity wish perform haj,sarthakeducati2,"[{'text': 'Pakistan', 'indices': [0, 9]}, {'text': 'PfizerVaccine', 'indices': [15, 29]}]",2021-06-01,746691,1230,en,0.0,Neutral,66,9
1029,sarthakeducati2, schedule covid vaccine today amp take step towards normalcy india getvaccinated pfizervaccine covishieldvaccine vaccineswork covidvaccine breakthechain,sarthakeducati2,"[{'text': 'GetVaccinated', 'indices': [86, 100]}, {'text': 'PfizerVaccine', 'indices': [101, 115]}]",2021-06-01,308,790,en,0.0,Neutral,152,17
1030,viralvideovlogs, got first pfizervaccine jab today part australia tier rollout vaccination vaccinated,fairysatellite,"[{'text': 'COVID19', 'indices': [33, 41]}, {'text': 'PfizerVaccine', 'indices': [42, 56]}, {'text': 'vaccination', 'indices': [111, 123]}, {'text': 'vaccinated', 'indices': [124, 135]}]",2021-06-01,8141,4600,en,0.25,Negative,85,12
1031,fairysatellite, got first pfizervaccine jab today part australia tier rollout vaccination vaccinated,fairysatellite,"[{'text': 'COVID19', 'indices': [13, 21]}, {'text': 'PfizerVaccine', 'indices': [22, 36]}, {'text': 'vaccination', 'indices': [91, 103]}, {'text': 'vaccinated', 'indices': [104, 115]}]",2021-06-01,691,1939,en,0.25,Negative,85,12
1032,peninsulahealth, thanks vaccine clinic today friendly efficient dose painless far see weeks covidvaccine pfizervaccine happy statistic,wiki_luke,"[{'text': 'COVID19', 'indices': [46, 54]}]",2021-06-01,2082,1041,en,0.36875,Negative,118,16
1033,wiki_luke, thanks vaccine clinic today friendly efficient dose painless far see weeks covidvaccine pfizervaccine happy statistic,wiki_luke,"[{'text': 'COVID19', 'indices': [31, 39]}]",2021-06-01,41,148,en,0.36875,Negative,118,16
1034,jimcuthbert, made end queue bigger ones used get glastonbury almost everyone twickenham pfizervaccine,kira_millana,"[{'text': 'COVID19', 'indices': [31, 39]}]",2021-06-01,758,627,en,0.0,Neutral,89,13
1035,workrestyoga, discussed pregnancy amp covidvaccine range thinking whether pregnant women take pfizervaccine modernavaccine,kira_millana,"[{'text': 'CovidVaccine', 'indices': [73, 86]}]",2021-06-01,2340,3017,en,0.3333333333333333,Negative,109,13
1036,leannewilkinssa, sa vaccinations stats may pfizervaccine arrived sunday sa getting pfizer vaccine doses weekly poor vaccination numbers due weekend continuestotal administered today,rona19stats,"[{'text': 'COVID19', 'indices': [20, 28]}, {'text': 'PfizerVaccine', 'indices': [67, 81]}]",2021-06-01,27,108,en,-0.2625,Positive,165,22
1037,janamtvenglish, pfizer covid vaccine approved minors aged japan pfizer pfizervaccine japan,rona19stats,"[{'text': 'Pfizer', 'indices': [63, 70]}, {'text': 'PfizerVaccine', 'indices': [72, 86]}, {'text': 'COVID19Vaccine', 'indices': [88, 103]}, {'text': 'Japan', 'indices': [105, 111]}]",2021-06-01,217,55,en,-0.1,Positive,75,11
1038,xochilili, watching qt amp wondering many house reps pfizervaccine ahead constituents instead age appropriate astrazeneca gt nb many health professionals yet vaccinated offered age appropriate pfizer,robyn_grote,"[{'text': 'qt', 'indices': [26, 29]}, {'text': 'PfizerVaccine', 'indices': [88, 102]}, {'text': 'constituents', 'indices': [118, 131]}]",2021-06-01,587,974,en,0.5,Negative,189,26
1039,vasuddd, pakistan receive doses pfizervaccine july aug direct manufacture agreement national disaster management authority biontech reached final stage,engr_naveed111,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,170,3913,en,0.05,Negative,143,18
1040,jojoeyjo2, got pfizervaccine yay,engr_naveed111,"[{'text': 'pfizervaccine', 'indices': [7, 21]}]",2021-06-01,1,9,en,0.0,Neutral,22,4
1041,indicanews1, situation different astrazeneca vaccine induced particularly low levels antibodies neutralizing variant first found india study noted pfizerbiontech biontechpfizer pfizervaccine astrazenecavaccine,engr_naveed111,"[{'text': 'pfizervaccine', 'indices': [7, 21]}]",2021-06-01,523,1689,en,0.08333333333333333,Negative,197,21
1042,nanajmck, wow lucky scott morrison aged care worker yet pfizer shot scottydoesnothing agedcare morrisonlockdown pfizervaccine,ausindimedia,"[{'text': 'pfizervaccine', 'indices': [7, 21]}]",2021-06-01,623,491,en,0.11111111111111112,Negative,116,15
1043,midorisw19, made end queue bigger ones used get glastonbury almost everyone twickenham pfizervaccine,kira_millana,"[{'text': 'pfizervaccine', 'indices': [7, 21]}]",2021-06-01,7888,781,en,0.0,Neutral,89,13
1044,oldjoeschmo, wow lucky scott morrison aged care worker yet pfizer shot scottydoesnothing agedcare morrisonlockdown pfizervaccine,ausindimedia,"[{'text': 'pfizervaccine', 'indices': [7, 21]}]",2021-06-01,3515,3220,en,0.11111111111111112,Negative,116,15
1045,miz_rat, wow lucky scott morrison aged care worker yet pfizer shot scottydoesnothing agedcare morrisonlockdown pfizervaccine,ausindimedia,"[{'text': 'pfizervaccine', 'indices': [7, 21]}]",2021-06-01,1365,2059,en,0.11111111111111112,Negative,116,15
1046,tolabaaz_bhaipo, need money buy faster pfizervaccine moderna,ausindimedia,"[{'text': 'PfizerVaccine', 'indices': [54, 68]}, {'text': 'Moderna', 'indices': [72, 80]}]",2021-06-01,18,1346,en,0.0,Neutral,44,7
1047,aparajeob, first shipment covid vaccines covax arrives dhaka cova covidvaccination pfizervaccine,ausindimedia,"[{'text': 'COVAXIN', 'indices': [89, 97]}, {'text': 'COVIDVaccination', 'indices': [98, 115]}, {'text': 'PfizerVaccine', 'indices': [116, 130]}]",2021-06-01,57,303,en,0.25,Negative,86,11
1048,ilove_shoes, still sore arm headach went away pfizervaccine covidvaccine,ausindimedia,"[{'text': 'PfizerVaccine', 'indices': [42, 56]}, {'text': 'CovidVaccine', 'indices': [57, 70]}]",2021-06-01,3936,971,en,0.0,Neutral,60,9
1049,mehulthakkar_, one week firms yet submit documents prove links covid vaccine manufacturer says high chances civic body might e last date bidding ends today sputnikv pfizervaccine astrazeneca,ausindimedia,"[{'text': 'PfizerVaccine', 'indices': [42, 56]}, {'text': 'CovidVaccine', 'indices': [57, 70]}]",2021-06-01,3079,3659,en,0.08,Negative,176,27
1050,spudbenbean, mr speakerfact ioc e pfizer vaccination olympians amp support teams ages going japan australia england persist astrazeneca aus law receive pfizervaccine johnston vac thats alarming slow qt auspol,sirnasaroyal,"[{'text': 'PfizerVaccine', 'indices': [42, 56]}, {'text': 'CovidVaccine', 'indices': [57, 70]}]",2021-06-01,5408,4098,en,-0.2,Positive,196,29
1051,real_eddy_s, mr speakerfact ioc e pfizer vaccination olympians amp support teams ages going japan australia england persist astrazeneca aus law receive pfizervaccine johnston vac thats alarming slow qt auspol,sirnasaroyal,"[{'text': 'PfizerVaccine', 'indices': [42, 56]}, {'text': 'CovidVaccine', 'indices': [57, 70]}]",2021-06-01,1747,1217,en,-0.2,Positive,196,29
1052,22angelaharris1, way twickenham stadium get vaccinated anyone get today get first jab hate needles important get vaccinated make sure get first opportunity pfizervaccine twickenham vaccine,kira_millana,"[{'text': 'PfizerVaccine', 'indices': [42, 56]}, {'text': 'CovidVaccine', 'indices': [57, 70]}]",2021-06-01,1993,3035,en,0.12,Negative,172,25
1053,wendoureeswans, watching qt amp wondering many house reps pfizervaccine ahead constituents instead age appropriate astrazeneca gt nb many health professionals yet vaccinated offered age appropriate pfizer,robyn_grote,"[{'text': 'qt', 'indices': [26, 29]}, {'text': 'PfizerVaccine', 'indices': [88, 102]}, {'text': 'constituents', 'indices': [118, 131]}]",2021-06-01,6163,6331,en,0.5,Negative,189,26
1054,sophiamcgrane, mr speakerfact ioc e pfizer vaccination olympians amp support teams ages going japan australia england persist astrazeneca aus law receive pfizervaccine johnston vac thats alarming slow qt auspol,sirnasaroyal,"[{'text': 'qt', 'indices': [26, 29]}, {'text': 'PfizerVaccine', 'indices': [88, 102]}, {'text': 'constituents', 'indices': [118, 131]}]",2021-06-01,5533,5932,en,-0.2,Positive,196,29
1055,robyn_grote, watching qt amp wondering many house reps pfizervaccine ahead constituents instead age appropriate astrazeneca gt nb many health professionals yet vaccinated offered age appropriate pfizer,sirnasaroyal,"[{'text': 'qt', 'indices': [9, 12]}, {'text': 'PfizerVaccine', 'indices': [71, 85]}, {'text': 'constituents', 'indices': [101, 114]}]",2021-06-01,1731,3798,en,0.5,Negative,189,26
1056,sirnasaroyal, mr speakerfact ioc e pfizer vaccination olympians amp support teams ages going japan australia england persist astrazeneca aus law receive pfizervaccine johnston vac thats alarming slow qt auspol,sirnasaroyal,"[{'text': 'qt', 'indices': [9, 12]}, {'text': 'PfizerVaccine', 'indices': [71, 85]}, {'text': 'constituents', 'indices': [101, 114]}]",2021-06-01,1736,4871,en,-0.2,Positive,196,29
1057,rs200077, wow lucky scott morrison aged care worker yet pfizer shot scottydoesnothing agedcare morrisonlockdown pfizervaccine,ausindimedia,"[{'text': 'qt', 'indices': [9, 12]}, {'text': 'PfizerVaccine', 'indices': [71, 85]}, {'text': 'constituents', 'indices': [101, 114]}]",2021-06-01,661,458,en,0.11111111111111112,Negative,116,15
1058,jennyweedon, wow lucky scott morrison aged care worker yet pfizer shot scottydoesnothing agedcare morrisonlockdown pfizervaccine,ausindimedia,"[{'text': 'qt', 'indices': [9, 12]}, {'text': 'PfizerVaccine', 'indices': [71, 85]}, {'text': 'constituents', 'indices': [101, 114]}]",2021-06-01,328,486,en,0.11111111111111112,Negative,116,15
1059,wornhamhelen, wow lucky scott morrison aged care worker yet pfizer shot scottydoesnothing agedcare morrisonlockdown pfizervaccine,ausindimedia,"[{'text': 'qt', 'indices': [9, 12]}, {'text': 'PfizerVaccine', 'indices': [71, 85]}, {'text': 'constituents', 'indices': [101, 114]}]",2021-06-01,627,620,en,0.11111111111111112,Negative,116,15
1060,akhtarchohdry, pakistan receive doses pfizervaccine july aug direct manufacture agreement national disaster management authority biontech reached final stage,engr_naveed111,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,546,1347,en,0.05,Negative,143,18
1061,meallyhen, made end queue bigger ones used get glastonbury almost everyone twickenham pfizervaccine,kira_millana,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,3710,4518,en,0.0,Neutral,89,13
1062,paulsargeant15, wow lucky scott morrison aged care worker yet pfizer shot scottydoesnothing agedcare morrisonlockdown pfizervaccine,ausindimedia,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,275,379,en,0.11111111111111112,Negative,116,15
1063,eviedaisy3, wow lucky scott morrison aged care worker yet pfizer shot scottydoesnothing agedcare morrisonlockdown pfizervaccine,ausindimedia,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}]",2021-06-01,5367,5977,en,0.11111111111111112,Negative,116,15
1064,bayern1932, dubai offers pfizervaccine year olds uae pfizer biontech covid vaccine sinopharm astrazeneca sputnikv,ausindimedia,"[{'text': 'Dubai', 'indices': [0, 6]}, {'text': 'Pfizervaccine', 'indices': [14, 28]}, {'text': 'UAE', 'indices': [72, 76]}, {'text': 'Pfizer', 'indices': [77, 84]}, {'text': 'BioNTech', 'indices': [85, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'vaccine', 'indices': [102, 110]}]",2021-06-01,78,1432,en,0.1,Negative,102,14
